,gene,module,color
DDX58,DDX58,1,turquoise
DDX6,DDX6,0,grey
DDX60,DDX60,1,turquoise
DEAF1,DEAF1,1,turquoise
DEC1,DEC1,0,grey
DECR1,DECR1,1,turquoise
DECR2,DECR2,0,grey
DEDD,DEDD,1,turquoise
DEF6,DEF6,0,grey
DEF8,DEF8,0,grey
DEFA1 /// DEFA1B /// DEFA3,DEFA1 /// DEFA1B /// DEFA3,0,grey
DEFA4,DEFA4,0,grey
DEFA5,DEFA5,0,grey
DEFA6,DEFA6,0,grey
DEFB1,DEFB1,0,grey
DEFB126,DEFB126,0,grey
DEFB4A /// DEFB4B,DEFB4A /// DEFB4B,0,grey
DEGS1,DEGS1,1,turquoise
DEK,DEK,1,turquoise
DENND1A,DENND1A,1,turquoise
DENND1B,DENND1B,1,turquoise
DENND1C,DENND1C,0,grey
DENND2A,DENND2A,1,turquoise
DENND2D,DENND2D,1,turquoise
DENND3,DENND3,1,turquoise
DENND4A,DENND4A,0,grey
DENND4B,DENND4B,1,turquoise
DENND4C,DENND4C,1,turquoise
DENND5A,DENND5A,1,turquoise
DENND5B,DENND5B,0,grey
DENND6B,DENND6B,0,grey
DENR,DENR,0,grey
DEPDC1,DEPDC1,1,turquoise
DEPDC5,DEPDC5,0,grey
DEPTOR,DEPTOR,1,turquoise
DERA,DERA,0,grey
DERL1,DERL1,1,turquoise
DERL2,DERL2,0,grey
DES,DES,2,blue
DES /// SUPT20H,DES /// SUPT20H,2,blue
DESI1,DESI1,8,pink
DESI2,DESI2,1,turquoise
DET1,DET1,0,grey
DEXI,DEXI,0,grey
DFFA,DFFA,1,turquoise
DFFB,DFFB,1,turquoise
DFNA5,DFNA5,1,turquoise
DFNB31,DFNB31,0,grey
DGAT1,DGAT1,1,turquoise
DGCR11,DGCR11,1,turquoise
DGCR14 /// TSSK2,DGCR14 /// TSSK2,0,grey
DGCR2,DGCR2,0,grey
DGCR5,DGCR5,0,grey
DGCR6 /// DGCR6L,DGCR6 /// DGCR6L,0,grey
DGCR6L,DGCR6L,0,grey
DGCR8 /// MIR1306,DGCR8 /// MIR1306,0,grey
DGCR9,DGCR9,0,grey
DGKA,DGKA,1,turquoise
DGKB,DGKB,1,turquoise
DGKD,DGKD,1,turquoise
DGKE,DGKE,0,grey
DGKG,DGKG,0,grey
DGKH,DGKH,0,grey
DGKI,DGKI,1,turquoise
DGKQ,DGKQ,0,grey
DGKZ,DGKZ,1,turquoise
DGUOK,DGUOK,1,turquoise
DHCR24,DHCR24,1,turquoise
DHCR7,DHCR7,1,turquoise
DHDDS,DHDDS,1,turquoise
DHFR,DHFR,1,turquoise
DHODH,DHODH,0,grey
DHPS,DHPS,1,turquoise
DHRS1,DHRS1,1,turquoise
DHRS11,DHRS11,1,turquoise
DHRS12,DHRS12,1,turquoise
DHRS2,DHRS2,0,grey
DHRS3,DHRS3,1,turquoise
DHRS4 /// DHRS4L2,DHRS4 /// DHRS4L2,0,grey
DHRS7,DHRS7,0,grey
DHRS7B,DHRS7B,0,grey
DHRS9,DHRS9,1,turquoise
DHTKD1,DHTKD1,1,turquoise
DHX15,DHX15,1,turquoise
DHX16,DHX16,1,turquoise
DHX29,DHX29,1,turquoise
DHX30,DHX30,0,grey
DHX32,DHX32,1,turquoise
DHX34,DHX34,0,grey
DHX35,DHX35,0,grey
DHX38,DHX38,0,grey
DHX40,DHX40,0,grey
DHX57,DHX57,0,grey
DHX58,DHX58,0,grey
DHX8,DHX8,1,turquoise
DHX9,DHX9,1,turquoise
DIABLO,DIABLO,1,turquoise
DIAPH1,DIAPH1,1,turquoise
DIAPH2,DIAPH2,0,grey
DIAPH2-AS1,DIAPH2-AS1,0,grey
DIAPH3,DIAPH3,0,grey
DICER1,DICER1,0,grey
DIDO1,DIDO1,0,grey
DIEXF,DIEXF,1,turquoise
DIMT1,DIMT1,0,grey
DIO1,DIO1,1,turquoise
DIO2,DIO2,1,turquoise
DIO3,DIO3,0,grey
DIP2A,DIP2A,0,grey
DIP2C,DIP2C,2,blue
DIRAS2,DIRAS2,1,turquoise
DIRAS3,DIRAS3,0,grey
DIS3,DIS3,0,grey
DISC1,DISC1,0,grey
DISC1 /// TSNAX-DISC1,DISC1 /// TSNAX-DISC1,0,grey
DIXDC1,DIXDC1,1,turquoise
DKC1 /// MIR664B /// SNORA56,DKC1 /// MIR664B /// SNORA56,1,turquoise
DKFZP434A062,DKFZP434A062,0,grey
DKFZP434C153 /// OBSCN,DKFZP434C153 /// OBSCN,0,grey
DKFZP434L187,DKFZP434L187,0,grey
DKFZP586I1420,DKFZP586I1420,1,turquoise
DKK1,DKK1,0,grey
DKK2,DKK2,3,brown
DKK3,DKK3,1,turquoise
DKK4,DKK4,1,turquoise
DKKL1,DKKL1,0,grey
DLAT,DLAT,0,grey
DLC1,DLC1,1,turquoise
DLD,DLD,0,grey
DLEC1,DLEC1,0,grey
DLEU1,DLEU1,4,yellow
DLEU2,DLEU2,0,grey
DLEU2 /// DLEU2L /// MIR15A,DLEU2 /// DLEU2L /// MIR15A,1,turquoise
DLEU2L,DLEU2L,0,grey
DLG1,DLG1,0,grey
DLG2,DLG2,1,turquoise
DLG3,DLG3,1,turquoise
DLG4,DLG4,0,grey
DLG5,DLG5,0,grey
DLGAP1,DLGAP1,0,grey
DLGAP2,DLGAP2,0,grey
DLGAP4,DLGAP4,0,grey
DLGAP5,DLGAP5,1,turquoise
DLK1,DLK1,0,grey
DLK2,DLK2,0,grey
DLL3,DLL3,0,grey
DLST,DLST,0,grey
DLX2,DLX2,2,blue
DLX4,DLX4,2,blue
DLX5,DLX5,1,turquoise
DLX6,DLX6,0,grey
DMBT1,DMBT1,12,tan
DMC1,DMC1,0,grey
DMD,DMD,1,turquoise
DMP1,DMP1,0,grey
DMPK,DMPK,1,turquoise
DMRT1,DMRT1,0,grey
DMTF1,DMTF1,1,turquoise
DMTN,DMTN,0,grey
DMWD,DMWD,0,grey
DMXL1,DMXL1,1,turquoise
DMXL2,DMXL2,1,turquoise
DNA2,DNA2,1,turquoise
DNAAF1,DNAAF1,0,grey
DNAAF2,DNAAF2,1,turquoise
DNAH17,DNAH17,0,grey
DNAH2,DNAH2,0,grey
DNAH3,DNAH3,0,grey
DNAH6,DNAH6,0,grey
DNAH7,DNAH7,0,grey
DNAH9,DNAH9,0,grey
DNAI1,DNAI1,0,grey
DNAI2,DNAI2,0,grey
DNAJA1,DNAJA1,1,turquoise
DNAJA1P4 /// DNAJA1P4,DNAJA1P4 /// DNAJA1P4,0,grey
DNAJA2,DNAJA2,1,turquoise
DNAJA3,DNAJA3,1,turquoise
DNAJA4,DNAJA4,0,grey
DNAJB1,DNAJB1,1,turquoise
DNAJB12,DNAJB12,0,grey
DNAJB14,DNAJB14,0,grey
DNAJB2,DNAJB2,0,grey
DNAJB4,DNAJB4,0,grey
DNAJB5,DNAJB5,0,grey
DNAJB6,DNAJB6,0,grey
DNAJB6 /// TMEM135,DNAJB6 /// TMEM135,0,grey
DNAJB9,DNAJB9,0,grey
DNAJC1,DNAJC1,1,turquoise
DNAJC10,DNAJC10,1,turquoise
DNAJC11,DNAJC11,0,grey
DNAJC12,DNAJC12,0,grey
DNAJC13,DNAJC13,1,turquoise
DNAJC15,DNAJC15,0,grey
DNAJC16,DNAJC16,0,grey
DNAJC17,DNAJC17,0,grey
DNAJC2,DNAJC2,1,turquoise
DNAJC22,DNAJC22,0,grey
DNAJC24,DNAJC24,0,grey
DNAJC28,DNAJC28,1,turquoise
DNAJC3,DNAJC3,0,grey
DNAJC4,DNAJC4,0,grey
DNAJC6,DNAJC6,0,grey
DNAJC7,DNAJC7,0,grey
DNAJC8,DNAJC8,0,grey
DNAJC9,DNAJC9,1,turquoise
DNAL4,DNAL4,0,grey
DNALI1,DNALI1,2,blue
DNASE1,DNASE1,1,turquoise
DNASE1L1,DNASE1L1,0,grey
DNASE1L2,DNASE1L2,0,grey
DNASE1L3,DNASE1L3,1,turquoise
DNASE2,DNASE2,1,turquoise
DNASE2B,DNASE2B,3,brown
DND1,DND1,0,grey
DNM1,DNM1,1,turquoise
DNM1L,DNM1L,0,grey
DNM2,DNM2,0,grey
DNM3,DNM3,0,grey
DNMBP,DNMBP,0,grey
DNMT1,DNMT1,1,turquoise
DNMT3A,DNMT3A,0,grey
DNMT3B,DNMT3B,1,turquoise
DNMT3L,DNMT3L,0,grey
DNPEP,DNPEP,1,turquoise
DNPH1,DNPH1,0,grey
DNTT,DNTT,0,grey
DNTTIP2,DNTTIP2,0,grey
DOC2A,DOC2A,0,grey
DOC2B,DOC2B,0,grey
DOCK1,DOCK1,0,grey
DOCK10,DOCK10,0,grey
DOCK2,DOCK2,0,grey
DOCK3,DOCK3,1,turquoise
DOCK4,DOCK4,1,turquoise
DOCK5,DOCK5,0,grey
DOCK6,DOCK6,0,grey
DOCK9,DOCK9,1,turquoise
DOHH,DOHH,0,grey
DOK1,DOK1,0,grey
DOK2,DOK2,0,grey
DOK3,DOK3,0,grey
DOK4,DOK4,1,turquoise
DOK5,DOK5,0,grey
DOLK,DOLK,0,grey
DOLPP1,DOLPP1,0,grey
DONSON,DONSON,1,turquoise
DOPEY1,DOPEY1,1,turquoise
DOPEY2,DOPEY2,1,turquoise
DOT1L,DOT1L,0,grey
DPAGT1,DPAGT1,0,grey
DPEP1,DPEP1,0,grey
DPEP2,DPEP2,0,grey
DPEP3,DPEP3,0,grey
DPF1,DPF1,1,turquoise
DPF2,DPF2,1,turquoise
DPF3,DPF3,0,grey
DPH1 /// OVCA2,DPH1 /// OVCA2,0,grey
DPH2,DPH2,1,turquoise
DPH5,DPH5,0,grey
DPM1,DPM1,1,turquoise
DPM2,DPM2,1,turquoise
DPM3,DPM3,0,grey
DPP3,DPP3,1,turquoise
DPP4,DPP4,3,brown
DPP6,DPP6,1,turquoise
DPP8,DPP8,0,grey
DPPA4,DPPA4,0,grey
DPT,DPT,1,turquoise
DPY19L1,DPY19L1,1,turquoise
DPY19L1P1,DPY19L1P1,0,grey
DPY19L2P2,DPY19L2P2,0,grey
DPY19L4,DPY19L4,1,turquoise
DPY30 /// MEMO1,DPY30 /// MEMO1,0,grey
DPYD,DPYD,1,turquoise
DPYS,DPYS,0,grey
DPYSL2,DPYSL2,0,grey
DPYSL3,DPYSL3,0,grey
DPYSL4,DPYSL4,0,grey
DQ583205 /// LOC642533 /// ZNF778,DQ583205 /// LOC642533 /// ZNF778,0,grey
DQ597730 /// LRRC37A2,DQ597730 /// LRRC37A2,0,grey
DR1,DR1,0,grey
DRAM1,DRAM1,1,turquoise
DRAP1,DRAP1,0,grey
DRD1,DRD1,0,grey
DRD2,DRD2,0,grey
DRD3,DRD3,0,grey
DRD4,DRD4,0,grey
DRD5,DRD5,0,grey
DRG1,DRG1,1,turquoise
DRG2,DRG2,0,grey
DRICH1,DRICH1,0,grey
DROSHA,DROSHA,1,turquoise
DRP2,DRP2,1,turquoise
DSC1,DSC1,0,grey
DSC2,DSC2,1,turquoise
DSC3,DSC3,0,grey
DSCAM,DSCAM,0,grey
DSCC1,DSCC1,1,turquoise
DSCR3,DSCR3,1,turquoise
DSCR4,DSCR4,0,grey
DSE,DSE,0,grey
DSERG1,DSERG1,0,grey
DSG1,DSG1,1,turquoise
DSG2,DSG2,1,turquoise
DSG3,DSG3,1,turquoise
DSN1,DSN1,1,turquoise
DSP,DSP,0,grey
DSPP,DSPP,1,turquoise
DST,DST,1,turquoise
DSTN,DSTN,1,turquoise
DSTNP1 /// DSTNP1,DSTNP1 /// DSTNP1,0,grey
DSTNP2,DSTNP2,1,turquoise
DSTYK,DSTYK,0,grey
DTL,DTL,1,turquoise
DTNA,DTNA,0,grey
DTNB,DTNB,0,grey
DTWD1,DTWD1,0,grey
DTX2 /// LOC102725292,DTX2 /// LOC102725292,1,turquoise
DTX2P1-UPK3BP1-PMS2P11,DTX2P1-UPK3BP1-PMS2P11,1,turquoise
DTX3,DTX3,0,grey
DTX4,DTX4,1,turquoise
DTYMK,DTYMK,1,turquoise
DUOX1,DUOX1,1,turquoise
DUOX2,DUOX2,1,turquoise
DUS1L,DUS1L,1,turquoise
DUS2,DUS2,1,turquoise
DUS4L,DUS4L,1,turquoise
DUSP1,DUSP1,9,magenta
DUSP10,DUSP10,1,turquoise
DUSP11,DUSP11,0,grey
DUSP12,DUSP12,1,turquoise
DUSP13,DUSP13,1,turquoise
DUSP14,DUSP14,0,grey
DUSP2,DUSP2,1,turquoise
DUSP21,DUSP21,0,grey
DUSP22,DUSP22,1,turquoise
DUSP26,DUSP26,0,grey
DUSP3,DUSP3,1,turquoise
DUSP4,DUSP4,0,grey
DUSP5,DUSP5,1,turquoise
DUSP6,DUSP6,1,turquoise
DUSP7,DUSP7,0,grey
DUSP8 /// LOC101927562,DUSP8 /// LOC101927562,0,grey
DUSP9,DUSP9,1,turquoise
DUT,DUT,1,turquoise
DUTP1 /// DUTP1,DUTP1 /// DUTP1,0,grey
DUX1,DUX1,1,turquoise
DUX1 /// DUX3 /// DUX5,DUX1 /// DUX3 /// DUX5,0,grey
DVL1,DVL1,1,turquoise
DVL2,DVL2,1,turquoise
DVL3,DVL3,1,turquoise
DXO,DXO,0,grey
DYM,DYM,0,grey
DYNC1H1,DYNC1H1,1,turquoise
DYNC1I1,DYNC1I1,1,turquoise
DYNC1I2,DYNC1I2,1,turquoise
DYNC1LI1,DYNC1LI1,0,grey
DYNC1LI2,DYNC1LI2,0,grey
DYNC2H1,DYNC2H1,0,grey
DYNC2LI1,DYNC2LI1,0,grey
DYNLL1,DYNLL1,1,turquoise
DYNLRB1,DYNLRB1,0,grey
DYNLT1,DYNLT1,1,turquoise
DYNLT3,DYNLT3,1,turquoise
DYRK1A,DYRK1A,1,turquoise
DYRK1B,DYRK1B,0,grey
DYRK2,DYRK2,0,grey
DYRK3,DYRK3,1,turquoise
DYRK4,DYRK4,0,grey
DYSF,DYSF,0,grey
DZANK1,DZANK1,0,grey
DZIP1,DZIP1,1,turquoise
DZIP3,DZIP3,0,grey
E2F1,E2F1,1,turquoise
E2F2,E2F2,0,grey
E2F3,E2F3,1,turquoise
E2F4,E2F4,1,turquoise
E2F5,E2F5,1,turquoise
E2F6,E2F6,1,turquoise
E2F8,E2F8,0,grey
E4F1,E4F1,1,turquoise
EAF2,EAF2,7,black
EAPP,EAPP,1,turquoise
EBAG9,EBAG9,10,purple
EBF2,EBF2,0,grey
EBI3,EBI3,0,grey
EBLN2,EBLN2,0,grey
EBNA1BP2 /// MIR6733,EBNA1BP2 /// MIR6733,1,turquoise
EBP,EBP,0,grey
ECD,ECD,0,grey
ECE1,ECE1,1,turquoise
ECE2,ECE2,0,grey
ECEL1,ECEL1,0,grey
ECH1,ECH1,0,grey
ECHDC1,ECHDC1,0,grey
ECHDC2,ECHDC2,1,turquoise
ECHDC3,ECHDC3,1,turquoise
ECHS1,ECHS1,1,turquoise
ECI1,ECI1,0,grey
ECI2,ECI2,0,grey
ECM1,ECM1,1,turquoise
ECM2,ECM2,0,grey
ECRP,ECRP,0,grey
ECSIT,ECSIT,0,grey
ECT2,ECT2,1,turquoise
EDA,EDA,0,grey
EDA2R,EDA2R,0,grey
EDAR,EDAR,0,grey
EDC3,EDC3,0,grey
EDC4,EDC4,1,turquoise
EDDM3A,EDDM3A,0,grey
EDDM3B,EDDM3B,0,grey
EDEM1,EDEM1,0,grey
EDEM2,EDEM2,1,turquoise
EDEM3,EDEM3,1,turquoise
EDF1,EDF1,1,turquoise
EDIL3,EDIL3,0,grey
EDN1,EDN1,0,grey
EDN2,EDN2,1,turquoise
EDN3,EDN3,1,turquoise
EDNRA,EDNRA,8,pink
EDNRB,EDNRB,2,blue
EDRF1,EDRF1,0,grey
EEA1,EEA1,1,turquoise
EED,EED,11,greenyellow
EEF1A1,EEF1A1,4,yellow
EEF1A1P42,EEF1A1P42,4,yellow
EEF1A2,EEF1A2,0,grey
EEF1B2 /// SNORA41,EEF1B2 /// SNORA41,4,yellow
EEF1D,EEF1D,0,grey
EEF1DP5 /// EEF1DP5,EEF1DP5 /// EEF1DP5,0,grey
EEF1E1,EEF1E1,1,turquoise
EEF1G /// MIR3654,EEF1G /// MIR3654,4,yellow
EEF2,EEF2,0,grey
EFCAB1,EFCAB1,0,grey
EFCAB11,EFCAB11,1,turquoise
EFCAB14,EFCAB14,1,turquoise
EFCAB2,EFCAB2,0,grey
EFCAB6,EFCAB6,0,grey
EFCC1,EFCC1,0,grey
EFEMP1,EFEMP1,0,grey
EFEMP2,EFEMP2,8,pink
EFHC1,EFHC1,0,grey
EFHC2,EFHC2,2,blue
EFHD1,EFHD1,2,blue
EFHD2,EFHD2,1,turquoise
EFNA1,EFNA1,1,turquoise
EFNA2,EFNA2,0,grey
EFNA3,EFNA3,0,grey
EFNA4,EFNA4,1,turquoise
EFNA5,EFNA5,1,turquoise
EFNB1,EFNB1,1,turquoise
EFNB2,EFNB2,0,grey
EFNB3,EFNB3,0,grey
EFR3A,EFR3A,10,purple
EFR3B,EFR3B,0,grey
EFS,EFS,0,grey
EFTUD1,EFTUD1,0,grey
EGF,EGF,0,grey
EGFL6,EGFL6,1,turquoise
EGFL7,EGFL7,0,grey
EGFL8 /// PPT2,EGFL8 /// PPT2,1,turquoise
EGFL8 /// PPT2 /// PPT2-EGFL8,EGFL8 /// PPT2 /// PPT2-EGFL8,1,turquoise
EGFR,EGFR,1,turquoise
EGLN1,EGLN1,0,grey
EGLN2 /// RAB4B-EGLN2,EGLN2 /// RAB4B-EGLN2,0,grey
EGLN3,EGLN3,0,grey
EGOT,EGOT,1,turquoise
EGR1,EGR1,9,magenta
EGR2,EGR2,9,magenta
EGR3,EGR3,9,magenta
EGR4,EGR4,0,grey
EHBP1,EHBP1,0,grey
EHBP1L1,EHBP1L1,0,grey
EHD1,EHD1,0,grey
EHD2,EHD2,0,grey
EHD3,EHD3,1,turquoise
EHD4,EHD4,0,grey
EHF,EHF,1,turquoise
EHHADH,EHHADH,1,turquoise
EHMT1,EHMT1,0,grey
EHMT2,EHMT2,0,grey
EI24,EI24,0,grey
EID1,EID1,0,grey
EIF1,EIF1,0,grey
EIF1AX,EIF1AX,0,grey
EIF1AY,EIF1AY,0,grey
EIF1B,EIF1B,0,grey
EIF2AK1,EIF2AK1,1,turquoise
EIF2AK2,EIF2AK2,1,turquoise
EIF2AK3,EIF2AK3,0,grey
EIF2B1,EIF2B1,0,grey
EIF2B2,EIF2B2,0,grey
EIF2B3,EIF2B3,0,grey
EIF2B4,EIF2B4,1,turquoise
EIF2B5,EIF2B5,1,turquoise
EIF2D,EIF2D,4,yellow
EIF2S1,EIF2S1,1,turquoise
EIF2S2,EIF2S2,1,turquoise
EIF2S3,EIF2S3,0,grey
EIF3A,EIF3A,0,grey
EIF3B,EIF3B,1,turquoise
EIF3C /// EIF3CL,EIF3C /// EIF3CL,0,grey
EIF3D,EIF3D,0,grey
EIF3E,EIF3E,10,purple
EIF3F,EIF3F,4,yellow
EIF3G,EIF3G,0,grey
EIF3H,EIF3H,0,grey
EIF3I,EIF3I,0,grey
EIF3J,EIF3J,0,grey
EIF3K,EIF3K,0,grey
EIF3L,EIF3L,4,yellow
EIF3M,EIF3M,0,grey
EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,0,grey
EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,0,grey
EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,1,turquoise
EIF4A3,EIF4A3,1,turquoise
EIF4B,EIF4B,4,yellow
EIF4E,EIF4E,1,turquoise
EIF4E2,EIF4E2,0,grey
EIF4EBP1,EIF4EBP1,0,grey
EIF4EBP2,EIF4EBP2,1,turquoise
EIF4ENIF1,EIF4ENIF1,0,grey
EIF4G1,EIF4G1,1,turquoise
EIF4G2,EIF4G2,0,grey
EIF4G3,EIF4G3,0,grey
EIF4H,EIF4H,0,grey
EIF5,EIF5,0,grey
EIF5A,EIF5A,0,grey
EIF5A2,EIF5A2,1,turquoise
EIF5B,EIF5B,0,grey
EIF6,EIF6,0,grey
ELAC1,ELAC1,1,turquoise
ELAC2,ELAC2,0,grey
ELANE,ELANE,1,turquoise
ELAVL1,ELAVL1,1,turquoise
ELAVL2,ELAVL2,0,grey
ELAVL3,ELAVL3,0,grey
ELAVL4,ELAVL4,0,grey
ELF1,ELF1,0,grey
ELF2,ELF2,0,grey
ELF3,ELF3,1,turquoise
ELF4,ELF4,1,turquoise
ELF5,ELF5,0,grey
ELK1,ELK1,1,turquoise
ELK2AP,ELK2AP,0,grey
ELK3,ELK3,1,turquoise
ELK4,ELK4,1,turquoise
ELL,ELL,0,grey
ELL2,ELL2,1,turquoise
ELL2P3 /// ELL2P3,ELL2P3 /// ELL2P3,0,grey
ELL3,ELL3,0,grey
ELMO1,ELMO1,0,grey
ELMO2,ELMO2,1,turquoise
ELMO3,ELMO3,1,turquoise
ELN,ELN,0,grey
ELOVL1 /// MIR6734,ELOVL1 /// MIR6734,1,turquoise
ELOVL2,ELOVL2,0,grey
ELOVL4,ELOVL4,1,turquoise
ELOVL5,ELOVL5,1,turquoise
ELOVL6,ELOVL6,1,turquoise
ELP3,ELP3,0,grey
ELP4,ELP4,0,grey
ELP5,ELP5,0,grey
ELP6,ELP6,0,grey
ELSPBP1,ELSPBP1,0,grey
ELTD1,ELTD1,0,grey
EMC1,EMC1,1,turquoise
EMC10,EMC10,0,grey
EMC2,EMC2,0,grey
EMC3,EMC3,1,turquoise
EMC6,EMC6,0,grey
EMC7,EMC7,0,grey
EMC8,EMC8,1,turquoise
EMC9,EMC9,1,turquoise
EMCN,EMCN,2,blue
EMD,EMD,0,grey
EMG1,EMG1,1,turquoise
EMID1,EMID1,0,grey
EMILIN1,EMILIN1,0,grey
EMILIN2,EMILIN2,3,brown
EML1,EML1,1,turquoise
EML2,EML2,1,turquoise
EML3,EML3,1,turquoise
EML4,EML4,1,turquoise
EMP1,EMP1,1,turquoise
EMP2,EMP2,1,turquoise
EMP3,EMP3,1,turquoise
EMR1,EMR1,3,brown
EMR2,EMR2,1,turquoise
EMR3,EMR3,0,grey
EMX1,EMX1,0,grey
EMX2,EMX2,0,grey
EN1,EN1,1,turquoise
EN2,EN2,1,turquoise
ENAH,ENAH,1,turquoise
ENC1,ENC1,1,turquoise
ENDOD1,ENDOD1,4,yellow
ENDOG,ENDOG,0,grey
ENDOU,ENDOU,1,turquoise
ENG,ENG,0,grey
ENGASE,ENGASE,1,turquoise
ENO1,ENO1,1,turquoise
ENO2,ENO2,1,turquoise
ENO3,ENO3,0,grey
ENOPH1,ENOPH1,0,grey
ENOSF1,ENOSF1,0,grey
ENOX1,ENOX1,0,grey
ENOX2,ENOX2,13,salmon
ENPEP,ENPEP,2,blue
ENPP1,ENPP1,2,blue
ENPP2,ENPP2,0,grey
ENPP4,ENPP4,0,grey
ENSA,ENSA,1,turquoise
ENTPD1,ENTPD1,0,grey
ENTPD1-AS1,ENTPD1-AS1,1,turquoise
ENTPD2,ENTPD2,0,grey
ENTPD3,ENTPD3,0,grey
ENTPD4,ENTPD4,0,grey
ENTPD5,ENTPD5,1,turquoise
ENTPD6,ENTPD6,1,turquoise
ENTPD7,ENTPD7,1,turquoise
ENY2,ENY2,1,turquoise
EOGT,EOGT,0,grey
EP300,EP300,0,grey
EP400,EP400,0,grey
EPAS1,EPAS1,0,grey
EPB41,EPB41,1,turquoise
EPB41L1,EPB41L1,1,turquoise
EPB41L2,EPB41L2,0,grey
EPB41L3,EPB41L3,1,turquoise
EPB41L4A,EPB41L4A,1,turquoise
EPB41L4A-AS2,EPB41L4A-AS2,1,turquoise
EPB41L4B,EPB41L4B,1,turquoise
EPB41L5,EPB41L5,0,grey
EPB42,EPB42,0,grey
EPCAM,EPCAM,1,turquoise
EPHA1,EPHA1,1,turquoise
EPHA2,EPHA2,1,turquoise
EPHA3,EPHA3,2,blue
EPHA4,EPHA4,0,grey
EPHA5,EPHA5,0,grey
EPHA7,EPHA7,0,grey
EPHB1,EPHB1,0,grey
EPHB2,EPHB2,2,blue
EPHB3,EPHB3,0,grey
EPHB4,EPHB4,1,turquoise
EPHB6,EPHB6,1,turquoise
EPHX1,EPHX1,0,grey
EPHX2,EPHX2,1,turquoise
EPHX3,EPHX3,1,turquoise
EPM2A,EPM2A,2,blue
EPM2AIP1,EPM2AIP1,1,turquoise
EPN1,EPN1,0,grey
EPN2 /// EPN2-IT1,EPN2 /// EPN2-IT1,1,turquoise
EPN3,EPN3,1,turquoise
EPO,EPO,0,grey
EPOR,EPOR,0,grey
EPOR /// RGL3,EPOR /// RGL3,0,grey
EPPIN /// EPPIN-WFDC6,EPPIN /// EPPIN-WFDC6,0,grey
EPPK1,EPPK1,1,turquoise
EPRS,EPRS,1,turquoise
EPS15,EPS15,1,turquoise
EPS15L1,EPS15L1,1,turquoise
EPS15P1 /// EPS15P1,EPS15P1 /// EPS15P1,0,grey
EPS8,EPS8,0,grey
EPS8L1,EPS8L1,1,turquoise
EPS8L2,EPS8L2,1,turquoise
EPS8L3,EPS8L3,5,green
EPX,EPX,0,grey
EPYC,EPYC,8,pink
ERAL1,ERAL1,1,turquoise
ERAP1,ERAP1,0,grey
ERAP2,ERAP2,0,grey
ERBB2,ERBB2,1,turquoise
ERBB2IP,ERBB2IP,0,grey
ERBB3,ERBB3,1,turquoise
ERBB4,ERBB4,0,grey
ERC1,ERC1,0,grey
ERC2,ERC2,0,grey
ERC2-IT1,ERC2-IT1,0,grey
ERCC1,ERCC1,0,grey
ERCC2,ERCC2,0,grey
ERCC3,ERCC3,1,turquoise
ERCC4,ERCC4,0,grey
ERCC5,ERCC5,1,turquoise
ERCC6,ERCC6,0,grey
ERCC6L,ERCC6L,1,turquoise
ERCC8,ERCC8,0,grey
EREG,EREG,1,turquoise
ERF,ERF,1,turquoise
ERG,ERG,0,grey
ERGIC2,ERGIC2,0,grey
ERGIC3,ERGIC3,0,grey
ERH,ERH,1,turquoise
ERI2,ERI2,0,grey
ERI3,ERI3,1,turquoise
ERICH1,ERICH1,0,grey
ERLIN1,ERLIN1,1,turquoise
ERLIN2,ERLIN2,0,grey
ERMAP,ERMAP,0,grey
ERMP1,ERMP1,1,turquoise
ERN1,ERN1,0,grey
ERN2,ERN2,0,grey
ERO1L,ERO1L,1,turquoise
ERO1LB,ERO1LB,0,grey
ERP29,ERP29,0,grey
ERP44,ERP44,1,turquoise
ERV3-2,ERV3-2,0,grey
ERV9-1,ERV9-1,0,grey
ERVH-4,ERVH-4,0,grey
ERVH-6,ERVH-6,0,grey
ERVK3-2,ERVK3-2,0,grey
ERVMER34-1,ERVMER34-1,1,turquoise
ESD,ESD,1,turquoise
ESF1,ESF1,0,grey
ESM1,ESM1,2,blue
ESPL1,ESPL1,1,turquoise
ESPN,ESPN,0,grey
ESR1,ESR1,0,grey
ESR2,ESR2,0,grey
ESRP1,ESRP1,1,turquoise
ESRP2 /// MIR6773,ESRP2 /// MIR6773,1,turquoise
ESRRA,ESRRA,0,grey
ESRRB,ESRRB,0,grey
ESRRG,ESRRG,2,blue
ESYT1,ESYT1,1,turquoise
ETAA1,ETAA1,1,turquoise
ETF1,ETF1,1,turquoise
ETFA,ETFA,0,grey
ETFB,ETFB,0,grey
ETFDH,ETFDH,1,turquoise
ETHE1,ETHE1,1,turquoise
ETNK1,ETNK1,0,grey
ETNK2,ETNK2,0,grey
ETNPPL,ETNPPL,5,green
ETS1,ETS1,0,grey
ETS2,ETS2,0,grey
